t,stock_SPYUS_o,delta-1,Stochastic (0)-1,Stochastic (1)-1,Stochastic (2)-1,Stochastic (3)-1,Stochastic (4)-1,Stochastic (5)-1,Stochastic (6)-1,Stochastic (7)-1,Stochastic (8)-1,Stochastic (9)-1,Stochastic (10)-1,Stochastic (11)-1,Stochastic (12)-1,Stochastic (13)-1,Stochastic (14)-1,Stochastic (15)-1,Stochastic (16)-1,Stochastic (17)-1,Stochastic (18)-1,Stochastic (19)-1,RSI (0)-1,RSI (1)-1,RSI (2)-1,RSI (3)-1,RSI (4)-1,RSI (5)-1,RSI (6)-1,RSI (7)-1,RSI (8)-1,RSI (9)-1,RSI (10)-1,RSI (11)-1,RSI (12)-1,RSI (13)-1,RSI (14)-1,RSI (15)-1,RSI (16)-1,RSI (17)-1,RSI (18)-1,RSI (19)-1,divide,o
1562709600,1123.615,1.2134705028993267,1,1,1,0.10917407041790561,0.10917407041790561,0.10917407041790561,0.1421989860583146,0.35820720375799464,0.47988088376561366,0.49586219739292914,,,,,,,,,,,0.7112727616258365,0.35968169333988365,-0.16093529926487005,-0.14718992724515756,0.03164032264495842,0.06748667310002343,0.2298549004972512,0.26817180710974964,0.2799875442465303,0.21847354284504994,0.9390377031923418,,,,,,,,,,,1123.615
1562713200,1126.4,1.2761593618474762,1,1,1,0.3946191247974187,0.2741559723593394,0.2741559723593394,0.2741559723593394,0.47706790668565824,0.5762074927953962,0.589229050279338,,,,,,,,,,,1,0.37089250175081134,0.029914562446553328,-0.1955352078580842,0.06704097453823632,0.024193758914398567,0.2120523983157383,0.25372464947940276,0.3195394178359867,0.22174284585884418,0.9391180478966226,,,,,,,,,,,1126.4
1562716800,1124.83,1.3215006821696988,1,1,1,0.6958909682668986,0.3716683119447399,0.3716683119447399,0.3716683119447399,0.5473203712945107,0.6115349404943702,0.6444134078212431,0.6444134078212431,,,,,,,,,,1,0.41781273342412906,0.2119768881990589,-0.19475621040140167,0.11228609945780699,0.02043818574473466,0.19978261229184913,0.2564941104881171,0.32414697747926025,0.2639484135939858,0.9392030721375073,,,,,,,,,,,1124.83
1562720400,1124.83,1.3515607832821388,1,1,1,1,0.4116485686081135,0.4116485686081135,0.4116485686081135,0.5578870065018986,0.6215071972904469,0.6670391061452638,0.6670391061452638,,,,,,,,,,1,0.47466171398247337,0.4793998933820791,-0.12475782833970839,0.08847737595728233,0.03238715386046298,0.19643356192360106,0.26638374885278027,0.33196856715954337,0.2715336557912831,0.24184147564808778,,,,,,,,,,,1124.83
1562727600,1124.83,1.3684397732888556,0.6584060399034255,0.9268065268065306,0.9268065268065306,0.9268065268065306,0.3599868377756048,0.3599868377756048,0.3599868377756048,0.4546802870428621,0.543587938519317,0.6378026070763638,0.6378026070763638,,,,,,,,,,1,0.6660194174757199,0.47228655241624673,-0.059157059157055825,0.05965675942932358,0.06852861084518524,0.17653850351825673,0.2878680222607044,0.3198159437970154,0.32082167515148163,0.24718461093890887,,,,,,,,,,,1124.83
1562778000,1131.32,1.3736654872893723,1,1,1,1,0.5735439289240167,0.5735439289240167,0.5735439289240167,0.589353612167332,0.692761037547895,0.7510086455331584,0.7586592178771125,,,,,,,,,,0.7972519241696425,0.7382495948136079,0.463699155794318,-0.013964543923931538,-0.037581025890809805,0.10530579685114438,0.12639437756112093,0.2682203994776613,0.30104915812163235,0.30996219389176183,0.2495914832724282,0.9384270453334611,,,,,,,,,,1131.32
1562781600,1139.74,1.3677981485554938,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,0.8179942268232594,0.9383830455259061,0.48466076696165117,0.1714374934943308,-0.0614842072983649,0.14473346494374195,0.09790107416693239,0.258311536077102,0.29322217371476933,0.35155063460771596,0.25709648915692096,0.9385379740373494,,,,,,,,,,1139.74
1562785200,1136.18,1.3503697828678014,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,0.884339408583938,0.9482531311799625,0.5727039256450974,0.390234375000005,0.013887899722248909,0.2289997655704925,0.14068202069421032,0.279654701439495,0.3227607356238962,0.37841429246340486,0.3201552589100234,0.9387913118186879,,,,,,,,,,1136.18
1562788800,1135,1.3201548359395474,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,0.9116364148023115,0.9522651261781718,0.6433148691213102,0.6311888526534277,0.12661251791687,0.2474586920260331,0.18441942914645226,0.3022357955420676,0.3517842856525697,0.40260851911396367,0.3447006932614227,0.3154312738884668,,,,,,,,,,1135
1562792400,1136.32,1.2756638043158546,0.7715430861723303,0.8447296616286957,0.9120370370370312,0.9120370370370312,0.9120370370370312,0.9120370370370312,0.9120370370370312,0.9120370370370312,0.9225493493126207,0.9330789550924521,0.9450072358900108,0.9450072358900108,,,,,,,,,0.9173684210526369,0.946227167952765,0.7727374301675958,0.636859005546371,0.19885968571826385,0.23883303858225524,0.22625938998474293,0.2949567113588685,0.3768089053113588,0.3982542996541554,0.3951678602491848,0.32515824674183924,,,,,,,,,,1136.32
1562796000,1141.03,1.2157122083772265,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,0.8283563362609692,0.8196511569071026,0.7785001681425774,0.6020952380952336,0.2243999431898922,0.16154534175827928,0.24879263860628886,0.24711945718308637,0.351232325290892,0.3737394423104654,0.37722836627067924,0.31992840594039595,0.9372206044298648,,,,,,,,,1141.03
1562799600,1135.81,1.1399330365618425,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,0.8209892698246408,0.8200576248327647,0.8880789503196107,0.6058862371474334,0.35627047959487523,0.13845241624666982,0.27080259634825343,0.221240320735973,0.33969078037700795,0.3640599357028884,0.41000702627095764,0.3225522162574692,0.937304239009821,,,,,,,,,1135.81
1562803200,1140.48,1.0491388512507456,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,0.7163002903359421,0.8053002044542894,0.8822974407359312,0.6054023422742651,0.4523753062998983,0.11682470216387464,0.2866782624405426,0.2040063916831527,0.32065136543585937,0.3564872938530248,0.40518020859618464,0.3496552893571083,0.9373181851360775,,,,,,,,,1140.48
1562806800,1140.48,0.9454779980940202,0.887983706720932,0.9743170674760597,0.9800642294280906,0.9869296577946727,0.9869296577946727,0.9869296577946727,0.9869296577946727,0.9869296577946727,0.9869296577946727,0.9894498884085889,0.9906668929238049,0.9915889279706349,0.9915889279706349,,,,,,,,0.5957446808510354,0.8097416833476236,0.8793228536880242,0.6359299018258424,0.6261112522225034,0.17518203512207164,0.27679024279042586,0.21570850668391195,0.3215496609105617,0.3662471041497062,0.4132006389246181,0.3576588537344947,0.3293666347191839,,,,,,,,,1140.48
1562814000,1141.7,0.8323638994913836,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,0.4242204496010793,0.7860590847653852,0.8465029549566419,0.7262077645464118,0.6117021276595707,0.21857750142757104,0.25189670246899687,0.2387651644740192,0.3020438152384042,0.379121261946759,0.3994349745976,0.39642495851877935,0.3291713694645313,,,,,,,,,1141.7
1562860800,1146.9882,0.7141908630985654,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,0.9323493234932108,0.85849224737122,0.8452453447900092,0.8022186403716587,0.6463796800263801,0.2976827094474135,0.22766479385930238,0.29999566959568,0.29205169339169856,0.38436866241797296,0.4034867543682714,0.40514162793891306,0.3488621568245185,0.9371989158190197,,,,,,,,1146.9882
1562864400,1143.25,0.5958855888432026,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,0.9386099050127594,0.858538132347004,0.8490060016025986,0.8965338851526059,0.653993199287966,0.42482894015828854,0.21530035665242075,0.3244895303814104,0.2743717138983526,0.3777307830959544,0.3980818026375732,0.4391713926247369,0.3543553951756393,0.9373106337253905,,,,,,,,1143.25
1562868000,1152.69,0.48237280928378823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.9446629976557055,0.8194970469352953,0.844243329031741,0.8941416781792295,0.6590281985588118,0.5192235439741706,0.2060660028134773,0.34518061430467073,0.2655987750901576,0.36548570850261286,0.3953040869622413,0.4382546572472099,0.3840738558240071,0.9373580622602691,,,,,,,,1152.69
1562871600,1147.68,0.378047636982501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.9588141469660867,0.8180076189253531,0.8600359763122158,0.8987278832847923,0.6994801699653945,0.6874702212843373,0.2852567237935335,0.35681740599714895,0.2953712400356461,0.3815141031151581,0.4169537922686606,0.4566708011834395,0.40294933860187965,0.37516700339782694,,,,,,,,1147.68
1562875200,1149.655,0.2863439064378781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,0.8046259842519441,0.8591047812817811,0.888119005834364,0.7826955586291595,0.6844013667108255,0.3323213704868224,0.3421552235077052,0.3221427120361553,0.36936478023119057,0.43296787632581046,0.4482801237336773,0.44332429263165873,0.3782162678195966,,,,,,,,1149.655
1562878800,1147.4415,0.20946720565302712,0.419631996815363,0.7152583751525916,0.8060958714325368,0.8656700373928001,0.9060040295500382,0.9101784109870414,0.9101784109870414,0.9101784109870414,0.9101784109870414,0.9101784109870414,0.9119416131873717,0.9252612864571104,0.9344695196179456,0.9357922745206022,,,,,,,1,0.974785100286524,0.9048817011081047,0.8880380589760448,0.8429630744908996,0.7114886459209322,0.4018813196345743,0.32509680988382517,0.37836265539931224,0.362413323706267,0.4382749726336741,0.45255022942356615,0.45155380126329936,0.39682173115283326,0.9376659928566136,,,,,,,1147.4415
1562882400,1142.075,0.14832503708817057,,0.34725605172155194,0.4926492929765116,0.7126232872178506,0.7941000711406254,0.814255765199166,0.814255765199166,0.814255765199166,0.814255765199166,0.814255765199166,0.814255765199166,0.8454460079188761,0.8644879358242068,0.8672232926568224,,,,,,,0.5978977449023848,0.7365725124081444,0.77579696838879,0.7831145581726802,0.8380026052322358,0.6442327880106722,0.45016783181485076,0.2622635166111431,0.3531551482539532,0.30588176916823606,0.3963784027907582,0.4139510602159606,0.45098082804579387,0.3713912568616442,0.9349059172582539,,,,,,,1142.075
1562886000,1144.32,0.10264338166621201,,0.02640204480527708,0.23863609641384853,0.5713642682200264,0.656873550744602,0.7229538356222991,0.7229538356222991,0.7229538356222991,0.7229538356222991,0.7229538356222991,0.7229538356222991,0.7694755331639254,0.7902976132646791,0.8019573661192165,0.8019573661192165,,,,,,0.2499386668417296,0.5328205495867289,0.5934785440534143,0.6723819382894527,0.7546039361268158,0.5824975678497142,0.474774494734169,0.21201752145065145,0.3342650330635899,0.2639075626645919,0.35454370840059224,0.38256152034140234,0.42282351988479605,0.3736549298572056,0.9319670349970455,,,,,,,1144.32
1562889600,1144.21,0.07122474964307912,,-0.4193312625617066,0.08665490887709537,0.4858012841728925,0.5580447462626044,0.6676507080819731,0.6676507080819731,0.6676507080819731,0.6676507080819731,0.6676507080819731,0.6676507080819731,0.716432806475612,0.7420383223192639,0.7624246872801783,0.7624246872801783,,,,,,-0.3904480509162681,0.33037294848329113,0.3974758456813501,0.5758161417687833,0.6725009137598996,0.5398453298612638,0.5381595267201427,0.21153481223951198,0.2874668099356148,0.2367510414858074,0.32298591477755,0.36089986371574034,0.4016505449330978,0.35404808837881596,0.32949551894907136,,,,,,,1144.21
1562947200,1147,0.05228728288079765,-0.30494301944035496,-0.38995435541405155,0.230524220305248,0.5801289014410991,0.651383163454289,0.7519359945236048,0.7519359945236048,0.7519359945236048,0.7519359945236048,0.7519359945236048,0.7519359945236048,0.7724834463852903,0.7948554647418968,0.8226748631372982,0.8226748631372982,,,,,,-0.5039690222652897,0.26264831513999964,0.2961709170239726,0.5221366007753705,0.600188372785891,0.5696470361940098,0.5030578780984982,0.22961694842712954,0.2541769352888559,0.24340799985828498,0.29522200905472396,0.36083007795322364,0.37919289435077874,0.3774502966556055,0.3202567854700573,,,,,,,1147
