t,delta-1,Stochastic (0)-1,Stochastic (1)-1,Stochastic (2)-1,Stochastic (3)-1,Stochastic (4)-1,Stochastic (5)-1,Stochastic (6)-1,Stochastic (7)-1,Stochastic (8)-1,Stochastic (9)-1,Stochastic (10)-1,Stochastic (11)-1,Stochastic (12)-1,Stochastic (13)-1,Stochastic (14)-1,Stochastic (15)-1,Stochastic (16)-1,Stochastic (17)-1,Stochastic (18)-1,Stochastic (19)-1,RSI (0)-1,RSI (1)-1,RSI (2)-1,RSI (3)-1,RSI (4)-1,RSI (5)-1,RSI (6)-1,RSI (7)-1,RSI (8)-1,RSI (9)-1,RSI (10)-1,RSI (11)-1,RSI (12)-1,RSI (13)-1,RSI (14)-1,RSI (15)-1,RSI (16)-1,RSI (17)-1,RSI (18)-1,RSI (19)-1,SMA (0)-1,SMA (1)-1,SMA (2)-1,SMA (3)-1,SMA (4)-1,SMA (5)-1,SMA (6)-1,SMA (7)-1,SMA (8)-1,SMA (9)-1,SMA (10)-1,SMA (11)-1,SMA (12)-1,SMA (13)-1,SMA (14)-1,SMA (15)-1,SMA (16)-1,SMA (17)-1,SMA (18)-1,SMA (19)-1,month,day,DoW,hour,o
1562763600,0.1431167508608837,1,1,1,0.27167630057800873,0.27167630057800873,0.27167630057800873,0.435610302351628,0.5438914027149293,,,,,,,,,,,,,1,0.1976744186046402,-0.33189655172416366,0.030955585464328417,-0.12701080432171963,0.16802552286424222,0.1503245644004132,0.14959229058561863,,,,,,,,,,,,,0.0029546549541166235,0.0018577238960660156,0.0013802208801596298,0.0028391074409799474,,,,,,,,,,,,,,,,,0.5,0.3225806451612903,0.42857142857142855,0.375,298.37
1562767200,0.13981649928587103,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,0.40874811463044924,0.06122448979590023,0.06796116504853655,-0.11895113230034682,0.17388243576206497,0.18672334859385997,0.2173029467266696,0.9657832941965783,,,,,,,,,,,,0.0052177604969713895,0.004559115997407657,0.003984827154700792,0.005348902817814187,,,,,,,,,,,,,,,,,0.5,0.3225806451612903,0.42857142857142855,0.4166666666666667,299.39
1562770800,0.13431973872928893,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,0.5590551181102117,0.48506694129760963,0.12990936555890653,0.021701388888891282,0.19979543129901156,0.2556938961433395,0.3078207625939371,0.9658767158767156,,,,,,,,,,,,0.005601062405141832,0.005639563431836299,0.004972584293069369,0.0062127544415678795,,,,,,,,,,,,,,,,,0.5,0.3225806451612903,0.42857142857142855,0.4583333333333333,298.32
1562774400,0.12741434191462986,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,0.8015783540022416,0.5842911877394517,0.10780669144981014,0.14196706720071073,0.17908359566282384,0.2872371927746571,0.3106984478935748,0.9659157055082459,,,,,,,,,,,,0.005002621802237232,0.005843272009192864,0.005104146910178475,0.006190660805730232,,,,,,,,,,,,,,,,,0.5,0.3225806451612903,0.42857142857142855,0.5,298.62
1562778000,0.11990301440170015,0.6692708333333603,0.821879382889219,0.8458737864077799,0.8458737864077799,0.8458737864077799,0.8458737864077799,0.8553530751708613,0.8760975609756256,0.8973322554567622,,,,,,,,,,,,1,0.9096176129779852,0.5936329588014848,0.08396946564884344,0.2717549829849304,0.1432743201314175,0.30397390272835767,0.301404494382026,0.22146990028314528,,,,,,,,,,,,0.00344816036708862,0.005043290405774212,0.00431917858943846,0.005229737801372521,,,,,,,,,,,,,,,,,0.5,0.3225806451612903,0.42857142857142855,0.5416666666666666,298.755
1562781600,0.11253440171736884,0.9618320610689974,0.9923076923077516,0.9939320388349981,0.9939320388349981,0.9939320388349981,0.9939320388349981,0.9939320388349981,0.9951219512195499,0.9959579628132891,,,,,,,,,,,,0.790255986787799,0.8569014084507154,0.517610343290243,0.1111835670035739,0.2507769543389906,0.07961309523810556,0.27798044651978304,0.26001415428167585,0.24710910005027809,,,,,,,,,,,,0.003333686635687183,0.005477488131830164,0.0049477205489951645,0.005641076419299686,,,,,,,,,,,,,,,,,0.5,0.3225806451612903,0.42857142857142855,0.5833333333333334,298.93
1562785200,0.10594615997331402,0.7007874015755811,0.9692556634305038,0.9769417475728774,0.9769417475728774,0.9769417475728774,0.9769417475728774,0.9769417475728774,0.981463414634197,0.9834205933682825,,,,,,,,,,,,0.750245821042306,0.8483582089552408,0.5569782330345696,0.3131966918374627,0.23691258826393913,0.05065234075212355,0.2613822958650658,0.2670685546053648,0.285858841386295,0.9646037699298855,,,,,,,,,,,0.002541186184426856,0.005069261968122516,0.004806217119394483,0.005294649282833752,,,,,,,,,,,,,,,,,0.5,0.3225806451612903,0.42857142857142855,0.625,298.55
1562788800,0.10062524712458298,0.21259842519748484,0.9162479061977316,0.9393203883495687,0.9393203883495687,0.9393203883495687,0.9393203883495687,0.9393203883495687,0.9512195121951674,0.9534016775396514,,,,,,,,,,,,0.46285714285724167,0.8195777351247906,0.537125488493273,0.4803404945277705,0.17548891786180754,0.06682252094293073,0.22140510092318166,0.2709886091970306,0.3183763454804933,0.9644557795677229,,,,,,,,,,,0.0017068788501023344,0.004556791804303399,0.004515407850490202,0.0048519663422912675,,,,,,,,,,,,,,,,,0.5,0.3225806451612903,0.42857142857142855,0.6666666666666666,298.6
1562850000,0.09688384571069264,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,9.903189379656396e-14,0.7751633986928377,0.6713881019830092,0.5016447368421109,0.09742441209407127,0.13187267465895602,0.16892114813593873,0.2733164271625912,0.296560846560856,0.9641281659529599,,,,,,,,,,,0.0014596138186438992,0.004628431514718834,0.004735425241968181,0.004995147634611824,0.006384374267962335,,,,,,,,,,,,,,,,0.5,0.3548387096774194,0.5714285714285714,0.375,299.32
1562853600,0.09484595193686118,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0.07526881720441558,0.7803320561941518,0.7616777883698942,0.5167464114832585,0.08304891922639546,0.2554614355773621,0.13895060673390525,0.29201798763351405,0.2901761879338052,0.21506768687463595,,,,,,,,,,,0.0015910256124470302,0.00505199393682711,0.0053158645594174265,0.0055189919975037185,0.006961837676378418,,,,,,,,,,,,,,,,0.5,0.3548387096774194,0.5714285714285714,0.4166666666666667,299.3
